"ID []","Local []","Irradiance [W/m^2]","T_ambient [Degrees Celsius]","T_ground [Degrees Celsius]","Wind [m/s]","Cloud [okta]","Pressure [Pa]","Rain [mm/hr]","Diffuse [W/m^2]","Direct [W/m^2]","Elevation [Degrees]","Azimuth [Degrees]"
235,"0000-01-10 18:30:00",0.012,3.525,2.24,3.949,5.79,101758.634,0.068,0.012,0,-23.563,263.968
236,"0000-01-10 19:30:00",0.002,3.337,2.058,3.97,5.776,101762.177,0.063,0.002,0,-32.845,275.72
237,"0000-01-10 20:30:00",0,3.179,1.826,3.937,5.707,101767.595,0.089,0,0,-41.927,289.038
238,"0000-01-10 21:30:00",0,3.074,1.651,3.848,5.824,101771.399,0.09,0,0,-50.206,305.25
239,"0000-01-10 22:30:00",0.007,3.007,1.53,3.898,5.875,101773.706,0.063,0.007,0,-56.723,326.048
240,"0000-01-10 23:30:00",0.01,2.861,1.396,3.896,5.916,101767.997,0.046,0.01,0,-60.074,330.338
241,"0000-01-11 00:30:00",0.002,2.783,1.36,3.935,5.912,101751.57,0.065,0.002,0,-59.119,19.589
242,"0000-01-11 01:30:00",0.007,2.733,1.308,3.983,6.02,101750.458,0.05,0.007,0,-54.224,43.466
243,"0000-01-11 02:30:00",0,2.674,1.218,4.072,6.138,101734.297,0.071,0,0,-46.796,62.098
244,"0000-01-11 03:30:00",0.003,2.556,1.137,4.138,6.203,101717.339,0.105,0.003,0,-38.076,76.869
245,"0000-01-11 04:30:00",0.018,2.58,1.111,4.099,6.072,101675.034,0.096,0.018,0,-28.835,89.383
246,"0000-01-11 05:30:00",0.016,2.584,1.101,4.086,6.351,101670.76,0.076,0.016,0,-19.564,100.786
247,"0000-01-11 06:30:00",0.014,2.526,1.113,4.122,6.361,101676.798,0.056,0.014,0,-10.629,111.852
248,"0000-01-11 07:30:00",1.037,2.645,1.158,4.229,6.545,101691.761,0.058,1.009,0.028,-2.366,123.135
249,"0000-01-11 08:30:00",27.978,3.179,1.346,4.441,6.375,101704.166,0.098,17.159,10.819,4.866,135.034
250,"0000-01-11 09:30:00",76.481,3.974,1.65,4.7,6.313,101715.754,0.107,47.708,28.77,10.681,147.802
251,"0000-01-11 10:30:00",112.356,4.691,1.938,5.01,6.056,101703.272,0.132,65.986,46.37,14.679,161.466
252,"0000-01-11 11:30:00",132.018,5.295,2.173,5.228,6.127,101673.039,0.103,75.348,56.671,16.524,175.788
253,"0000-01-11 12:30:00",129.367,5.692,2.481,5.264,6.159,101647.525,0.082,72.109,57.258,16.036,190.279
254,"0000-01-11 13:30:00",97.952,5.794,2.663,5.243,6.217,101640.93,0.035,67.083,30.869,13.268,204.38
255,"0000-01-11 14:30:00",57.768,5.537,2.812,4.915,5.83,101658.91,0.061,43.135,14.631,8.471,217.689
256,"0000-01-11 15:30:00",13.512,4.946,2.869,4.634,5.879,101694.951,0.249,11.656,1.853,2.02,230.083
257,"0000-01-11 16:30:00",0.049,4.641,2.978,4.427,6.152,101717.693,0.081,0.048,0,-5.682,241.695
258,"0000-01-11 17:30:00",0.002,4.428,3.147,4.438,6.158,101736.46,0.023,0.002,0,-14.261,252.842
259,"0000-01-11 18:30:00",0.002,4.325,3.002,4.526,6.222,101758.599,0.025,0.002,0,-23.371,263.988
260,"0000-01-11 19:30:00",0,4.153,2.86,4.564,6.385,101776.277,0.043,0,0,-32.668,275.761
261,"0000-01-11 20:30:00",0.005,3.984,2.67,4.544,6.074,101791.815,0.072,0.005,0,-41.748,289.074
262,"0000-01-11 21:30:00",0.014,3.821,2.514,4.515,6.181,101808.479,0.034,0.014,0,-50.026,305.262
263,"0000-01-11 22:30:00",0.014,3.688,2.387,4.451,6.241,101830.689,0.078,0.014,0,-56.543,326
264,"0000-01-11 23:30:00",0.015,3.606,2.245,4.202,6.256,101832.445,0.098,0.015,0,-59.91,330.184
265,"0000-01-12 00:30:00",0.016,3.473,2.184,4.071,6.238,101829.16,0.102,0.016,0,-58.987,19.348
266,"0000-01-12 01:30:00",0.017,3.455,2.127,4.118,6.414,101836.904,0.133,0.017,0,-54.126,43.203
267,"0000-01-12 02:30:00",0.01,3.465,2.052,4.133,6.469,101830.284,0.164,0.01,0,-46.723,61.855
268,"0000-01-12 03:30:00",0,3.518,1.969,4.212,6.482,101815.456,0.26,0,0,-38.016,76.651
269,"0000-01-12 04:30:00",0.01,3.535,1.894,4.249,6.446,101786.443,0.308,0.01,0,-28.778,89.185
270,"0000-01-12 05:30:00",0.012,3.463,1.821,4.308,6.413,101780.782,0.316,0.012,0,-19.504,100.603
271,"0000-01-12 06:30:00",0.012,3.53,1.92,4.4,6.527,101787.496,0.236,0.012,0,-10.561,111.679
272,"0000-01-12 07:30:00",1.251,3.573,2.028,4.45,6.573,101807.644,0.113,1.25,0.002,-2.286,122.971
273,"0000-01-12 08:30:00",24.648,4.001,2.17,4.559,6.653,101821.354,0.081,21.213,3.434,4.962,134.878
274,"0000-01-12 09:30:00",67.385,4.667,2.336,4.976,6.49,101808.885,0.078,48.706,18.677,10.798,147.658
275,"0000-01-12 10:30:00",100.912,5.181,2.44,5.157,6.719,101788.386,0.086,70.191,30.718,14.816,161.339
276,"0000-01-12 11:30:00",120.677,5.556,2.548,5.408,6.585,101741.82,0.101,79.401,41.276,16.679,175.686
277,"0000-01-12 12:30:00",117.436,5.794,2.738,5.438,6.599,101713.305,0.109,79.1,38.336,16.205,190.205
278,"0000-01-12 13:30:00",93.27,5.85,2.956,5.368,6.602,101705.745,0.161,66.828,26.442,13.447,204.336
279,"0000-01-12 14:30:00",53.326,5.625,3.107,5.064,6.24,101699.107,0.179,42.223,11.104,8.653,217.672
280,"0000-01-12 15:30:00",13.102,5.162,3.2,4.651,6.03,101704.863,0.166,11.785,1.317,2.204,230.088
281,"0000-01-12 16:30:00",0.102,4.822,3.286,4.502,6.192,101709.485,0.169,0.102,0,-5.499,241.717
282,"0000-01-12 17:30:00",0.014,4.699,3.402,4.453,6.51,101710.675,0.14,0.014,0,-14.079,252.877
283,"0000-01-12 18:30:00",0.012,4.59,3.224,4.55,6.111,101713.746,0.188,0.012,0,-23.19,264.031
284,"0000-01-12 19:30:00",0.012,4.481,3.051,4.618,5.984,101710.158,0.211,0.012,0,-32.487,275.81
285,"0000-01-12 20:30:00",0.015,4.316,2.892,4.68,5.974,101698.038,0.219,0.016,0,-41.566,289.119
286,"0000-01-12 21:30:00",0.015,4.196,2.754,4.576,5.674,101689.774,0.242,0.016,0,-49.841,305.283
287,"0000-01-12 22:30:00",0.012,4.052,2.581,4.6,5.959,101691.583,0.148,0.012,0,-56.36,325.958
288,"0000-01-12 23:30:00",0.012,3.885,2.418,4.53,5.839,101687.33,0.157,0.012,0,-59.739,330.038
289,"0000-01-13 00:30:00",0.014,3.808,2.381,4.531,6.074,101677.974,0.198,0.014,0,-58.848,19.11
290,"0000-01-13 01:30:00",0.015,3.758,2.33,4.554,6,101679.837,0.158,0.016,0,-54.021,42.94
291,"0000-01-13 02:30:00",0.012,3.849,2.293,4.597,6.213,101676.682,0.168,0.012,0,-46.643,61.609
292,"0000-01-13 03:30:00",0.014,3.829,2.283,4.666,6.344,101666.151,0.164,0.014,0,-37.949,76.429
293,"0000-01-13 04:30:00",0.016,3.853,2.251,4.595,6.427,101662.364,0.162,0.016,0,-28.715,88.984
294,"0000-01-13 05:30:00",0.018,3.871,2.219,4.645,6.228,101666.411,0.164,0.018,0,-19.438,100.417
295,"0000-01-13 06:30:00",0.018,3.87,2.291,4.6,5.905,101679.417,0.135,0.018,0,-10.487,111.504
296,"0000-01-13 07:30:00",1.364,3.857,2.358,4.558,5.904,101704.784,0.093,1.36,0.005,-2.199,122.804
297,"0000-01-13 08:30:00",30.388,4.299,2.461,4.668,5.871,101728.629,0.103,24.589,5.8,5.066,134.722
298,"0000-01-13 09:30:00",81.351,5.014,2.612,4.798,6.092,101748.738,0.107,55.737,25.614,10.921,147.513
299,"0000-01-13 10:30:00",119.887,5.625,2.78,5.042,6.219,101738.95,0.147,76.341,43.546,14.959,161.213
300,"0000-01-13 11:30:00",142.455,6.165,2.947,5.201,6.232,101698.351,0.155,86.408,56.048,16.841,175.585
301,"0000-01-13 12:30:00",134.728,6.436,3.136,5.277,6.417,101658.211,0.054,81.396,53.333,16.382,190.135
302,"0000-01-13 13:30:00",95.502,6.394,3.095,5.238,6.464,101651.621,0.056,65.932,29.571,13.637,204.297
303,"0000-01-13 14:30:00",55.83,6.129,3.187,4.969,6.465,101651.885,0.05,43.51,12.32,8.847,217.661
304,"0000-01-13 15:30:00",13.471,5.583,3.266,4.702,6.271,101643.172,0.025,12.237,1.235,2.398,230.101
305,"0000-01-13 16:30:00",0.068,5.171,3.343,4.495,6.017,101653.975,0.034,0.068,0,-5.307,241.745
306,"0000-01-13 17:30:00",0,4.932,3.435,4.56,5.952,101657.034,0.113,0,0,-13.89,252.919
307,"0000-01-13 18:30:00",0,4.691,3.233,4.556,6.054,101663.184,0.124,0,0,-23.003,264.08
308,"0000-01-13 19:30:00",0,4.512,2.986,4.473,5.971,101674.548,0.078,0,0,-32.302,275.863
309,"0000-01-13 20:30:00",0,4.321,2.805,4.466,5.997,101679.891,0.055,0,0,-41.38,289.165
310,"0000-01-13 21:30:00",0.003,4.187,2.659,4.486,6.238,101687.698,0.063,0.003,0,-49.654,305.304
311,"0000-01-13 22:30:00",0.018,4,2.519,4.44,6.004,101694.232,0.088,0.017,0,-56.176,325.916
312,"0000-01-13 23:30:00",0.009,3.844,2.363,4.353,5.997,101686.156,0.06,0.009,0,-59.57,332.412
313,"0000-01-14 00:30:00",0.009,3.91,2.494,4.373,6.144,101637.671,0.118,0.009,0,-58.66,19.197
314,"0000-01-14 01:30:00",0.012,3.768,2.376,4.334,5.89,101648.467,0.119,0.012,0,-53.908,42.677
315,"0000-01-14 02:30:00",0.012,3.626,2.228,4.186,5.916,101651.323,0.055,0.012,0,-46.556,61.36
316,"0000-01-14 03:30:00",0.005,3.522,2.069,4.221,6.102,101648.151,0.087,0.005,0,-37.874,76.204
317,"0000-01-14 04:30:00",0.002,3.441,1.943,4.301,5.978,101638.836,0.059,0.002,0,-28.646,88.78
318,"0000-01-14 05:30:00",0,3.321,1.826,4.262,6.142,101641.607,0.035,0,0,-19.366,100.228
319,"0000-01-14 06:30:00",0,3.305,1.862,4.347,6.276,101658.359,0.041,0,0,-10.406,111.326
320,"0000-01-14 07:30:00",1.091,3.307,1.916,4.359,6.27,101691.868,0.085,1.089,0.001,-2.105,122.635
321,"0000-01-14 08:30:00",29.397,3.723,2.001,4.386,6.301,101718.632,0.12,22.899,6.498,5.179,134.563
322,"0000-01-14 09:30:00",77.498,4.417,2.165,4.421,6.142,101738.05,0.126,52.532,24.967,11.051,147.368
323,"0000-01-14 10:30:00",117.691,5.102,2.355,4.626,6.066,101727.592,0.056,73.118,44.575,15.11,161.088
324,"0000-01-14 11:30:00",137.113,5.66,2.499,4.897,6.268,101695.966,0.036,84.039,53.074,17.009,175.486
325,"0000-01-14 12:30:00",131.121,5.91,2.644,5.001,6.245,101668.235,0.071,79.765,51.356,16.564,190.067
326,"0000-01-14 13:30:00",104.716,6.001,2.729,4.948,6.042,101656.044,0.146,68.33,36.386,13.823,204.26
327,"0000-01-14 14:30:00",62.543,5.725,2.782,4.752,5.806,101664.898,0.073,45.616,16.926,9.036,217.652
328,"0000-01-14 15:30:00",16.727,5.006,2.734,4.374,5.709,101680.606,0.071,14.59,2.136,2.587,230.115
329,"0000-01-14 16:30:00",0.081,4.386,2.693,4.16,5.653,101695.194,0.087,0.081,0,-5.12,241.78
330,"0000-01-14 17:30:00",0,4.107,2.759,4.235,5.6,101709.534,0.083,0,0,-13.704,252.966
331,"0000-01-14 18:30:00",0,3.885,2.568,4.137,5.662,101720.799,0.06,0,0,-22.817,264.139
332,"0000-01-14 19:30:00",0,3.63,2.36,4.169,6.014,101729.352,0.057,0,0,-32.114,275.928
333,"0000-01-14 20:30:00",0,3.41,2.097,4.318,5.846,101732.151,0.053,0,0,-41.189,289.23
334,"0000-01-14 21:30:00",0,3.266,1.85,4.343,6.004,101735.815,0.07,0,0,-49.457,305.35
335,"0000-01-14 22:30:00",0,3.134,1.641,4.328,6.036,101739.075,0.084,0,0,-55.974,325.903
336,"0000-01-14 23:30:00",0,2.971,1.406,4.156,6.027,101736.664,0.064,0,0,-59.378,329.767
337,"0000-01-15 00:30:00",0,2.85,1.337,4.183,5.899,101729.51,0.048,0,0,-58.546,18.642
338,"0000-01-15 01:30:00",0.002,2.833,1.294,4.087,6.046,101734.44,0.05,0.002,0,-53.788,42.414
339,"0000-01-15 02:30:00",0.012,2.78,1.273,4.043,6.046,101723.173,0.029,0.012,0,-46.462,61.11
340,"0000-01-15 03:30:00",0.005,2.774,1.282,4.064,6.183,101710.479,0.027,0.005,0,-37.793,75.977
341,"0000-01-15 04:30:00",0.014,2.795,1.308,4.128,6.206,101698.788,0.022,0.014,0,-28.569,88.573
342,"0000-01-15 05:30:00",0.014,2.862,1.324,4.212,6.334,101692.214,0.031,0.014,0,-19.286,100.036
343,"0000-01-15 06:30:00",0.01,2.892,1.393,4.379,6.348,101694.885,0.042,0.01,0,-10.318,111.146
344,"0000-01-15 07:30:00",1.829,2.952,1.447,4.502,6.431,101709.551,0.038,1.826,0.005,-2.003,122.465
345,"0000-01-15 08:30:00",35.097,3.465,1.572,4.657,6.228,101719.008,0.042,25.749,9.345,5.297,134.403
346,"0000-01-15 09:30:00",81.308,4.116,1.742,4.93,6.069,101722.832,0.051,51.997,29.312,11.188,147.222
347,"0000-01-15 10:30:00",121.242,4.754,1.911,5.229,6.112,101698.457,0.052,71.047,50.193,15.268,160.963
348,"0000-01-15 11:30:00",137.832,5.224,2.046,5.325,6.126,101655.882,0.058,81.783,56.05,17.185,175.389
349,"0000-01-15 12:30:00",129.563,5.52,2.181,5.314,6.082,101611.979,0.08,79.237,50.327,16.754,190.002
350,"0000-01-15 13:30:00",100.408,5.605,2.302,5.254,6.025,101589.002,0.093,65.683,34.726,14.02,204.228
351,"0000-01-15 14:30:00",58.215,5.36,2.403,4.946,5.897,101588.073,0.12,43.24,14.973,9.237,217.649
352,"0000-01-15 15:30:00",15.278,4.702,2.433,4.679,5.84,101596.787,0.072,13.686,1.592,2.786,230.136
353,"0000-01-15 16:30:00",0.072,4.294,2.457,4.435,6.002,101604.866,0.065,0.072,0,-4.923,241.819
354,"0000-01-15 17:30:00",0.003,3.871,2.497,4.367,5.81,101609.621,0.051,0.003,0,-13.511,253.021
355,"0000-01-15 18:30:00",0.01,3.658,2.241,4.314,5.684,101613.829,0.095,0.01,0,-22.626,264.203
356,"0000-01-15 19:30:00",0.007,3.398,2.023,4.216,5.744,101618.454,0.121,0.007,0,-31.922,275.999
357,"0000-01-15 20:30:00",0.01,3.278,1.824,4.13,5.698,101617.331,0.082,0.01,0,-40.994,289.297
358,"0000-01-15 21:30:00",0.002,3.122,1.615,4.022,5.412,101618.759,0.037,0.002,0,-49.258,305.396
359,"0000-01-15 22:30:00",0,2.956,1.384,3.917,5.112,101620.373,0.036,0,0,-55.773,325.888
360,"0000-01-15 23:30:00",0,2.739,1.167,3.986,5.345,101611.701,0.047,0,0,-59.187,329.642
361,"0000-01-16 00:30:00",0,2.64,1.029,3.935,5.129,101595.997,0.056,0,0,-58.385,18.415
362,"0000-01-16 01:30:00",0,2.473,0.897,3.834,5.123,101588.054,0.036,0,0,-53.659,42.15
363,"0000-01-16 02:30:00",0,2.471,0.751,3.848,5.087,101571.542,0.019,0,0,-46.36,60.857
364,"0000-01-16 03:30:00",0,2.329,0.6,3.826,5.091,101547.3,0.03,0,0,-37.705,75.747
365,"0000-01-16 04:30:00",0,2.34,0.486,3.763,5.012,101528.547,0.054,0,0,-28.485,88.363
366,"0000-01-16 05:30:00",0,2.324,0.372,3.823,5.296,101516.717,0.075,0,0,-19.199,99.842
367,"0000-01-16 06:30:00",0,2.299,0.473,3.909,5.282,101514.986,0.104,0,0,-10.223,110.964
368,"0000-01-16 07:30:00",1.89,2.421,0.59,4.098,5.381,101531.38,0.063,1.884,0.006,-1.895,122.292
369,"0000-01-16 08:30:00",37.831,2.96,0.742,4.121,5.064,101542.969,0.043,25.726,12.105,5.421,134.242
370,"0000-01-16 09:30:00",99.422,3.865,0.956,4.413,5.32,101552.112,0.034,61.157,38.266,11.333,147.076
371,"0000-01-16 10:30:00",147.917,4.677,1.229,4.659,5.558,101538.573,0.007,82.577,65.338,15.433,160.839
372,"0000-01-16 11:30:00",159.729,5.185,1.443,4.839,5.533,101505.715,0.03,91.861,67.866,17.367,175.294
373,"0000-01-16 12:30:00",155.374,5.533,1.624,4.895,5.296,101465.944,0.047,89.061,66.314,16.95,189.941
374,"0000-01-16 13:30:00",118.262,5.526,1.751,4.766,5.13,101446.381,0.079,70.81,47.452,14.222,204.201
375,"0000-01-16 14:30:00",68.663,5.16,1.825,4.335,5.303,101446.635,0.107,45.99,22.676,9.441,217.652
376,"0000-01-16 15:30:00",18.211,4.343,1.792,3.963,5.441,101453.414,0.1,15.106,3.105,2.989,230.163
377,"0000-01-16 16:30:00",0.11,3.682,1.779,3.588,5.446,101469.236,0.102,0.11,0,-4.723,241.864
378,"0000-01-16 17:30:00",0,3.43,1.88,3.795,5.492,101477.236,0.108,0,0,-13.314,253.08
379,"0000-01-16 18:30:00",0,3.222,1.668,3.84,5.077,101490.322,0.114,0,0,-22.431,264.273
380,"0000-01-16 19:30:00",0,3.038,1.474,3.775,5.257,101497.923,0.121,0,0,-31.727,276.076
381,"0000-01-16 20:30:00",0,2.84,1.33,3.739,5.306,101499.265,0.12,0,0,-40.796,289.372
382,"0000-01-16 21:30:00",0,2.672,1.141,3.66,5.574,101499.471,0.1,0,0,-49.056,305.451
383,"0000-01-16 22:30:00",0,2.551,0.937,3.686,5.119,101500.848,0.084,0,0,-55.568,325.883
384,"0000-01-16 23:30:00",0,2.468,0.76,3.649,5.095,101496.671,0.081,0,0,-58.99,329.526
385,"0000-01-17 00:30:00",0,2.353,0.653,3.617,5.107,101491.346,0.059,0,0,-58.216,18.191
386,"0000-01-17 01:30:00",0,2.277,0.569,3.493,5.355,101500.944,0.054,0,0,-53.524,41.887
387,"0000-01-17 02:30:00",0,2.184,0.473,3.425,5.032,101496,0.028,0,0,-46.249,60.603
388,"0000-01-17 03:30:00",0,2.079,0.378,3.385,5.305,101485.821,0.013,0,0,-37.61,75.514
389,"0000-01-17 04:30:00",0,2.027,0.298,3.516,5.279,101479.863,0.02,0,0,-28.395,88.151
390,"0000-01-17 05:30:00",0,1.96,0.233,3.587,5.279,101481.905,0.015,0,0,-19.106,99.645
391,"0000-01-17 06:30:00",0,2.009,0.371,3.662,5.444,101498.085,0.015,0,0,-10.121,110.779
392,"0000-01-17 07:30:00",2.055,2.116,0.494,3.839,5.478,101521.373,0.058,2.041,0.014,-1.781,122.118
393,"0000-01-17 08:30:00",39.758,2.752,0.64,3.988,5.663,101544.472,0.072,26.09,13.668,5.552,134.08
394,"0000-01-17 09:30:00",90.083,3.693,0.89,4.172,5.856,101558.239,0.107,56.254,33.83,11.485,146.929
395,"0000-01-17 10:30:00",131.231,4.453,1.131,4.435,5.845,101557.498,0.052,79.818,51.412,15.605,160.715
396,"0000-01-17 11:30:00",149.854,4.988,1.378,4.751,5.76,101532.681,0.04,90.733,59.122,17.556,175.2
397,"0000-01-17 12:30:00",144.585,5.365,1.7,4.745,5.774,101505.56,0.035,87.334,57.252,17.152,189.882
398,"0000-01-17 13:30:00",116.848,5.473,1.937,4.661,5.817,101489.814,0.062,70.326,46.521,14.43,204.178
399,"0000-01-17 14:30:00",71.637,5.301,2.085,4.513,5.783,101486.994,0.107,50.12,21.518,9.651,217.659
400,"0000-01-17 15:30:00",20.436,4.505,2.104,4.185,5.678,101503.23,0.179,17.228,3.207,3.197,230.195
401,"0000-01-17 16:30:00",0.135,3.792,2.033,3.843,5.614,101530.012,0.127,0.135,0,-4.519,241.916
402,"0000-01-17 17:30:00",0,3.49,2.13,3.839,5.459,101550.023,0.088,0,0,-13.114,253.146
403,"0000-01-17 18:30:00",0,3.278,1.951,3.911,5.46,101571.092,0.045,0,0,-22.233,264.35
404,"0000-01-17 19:30:00",0,3.104,1.756,3.899,5.67,101585.095,0.047,0,0,-31.529,276.16
405,"0000-01-17 20:30:00",0,3.04,1.559,3.841,5.583,101597.397,0.058,0,0,-40.594,289.454
406,"0000-01-17 21:30:00",0,2.96,1.383,3.83,5.75,101607.505,0.035,0,0,-48.848,305.514
407,"0000-01-17 22:30:00",0,2.807,1.109,3.809,5.43,101616.01,0.041,0,0,-55.357,325.884
408,"0000-01-17 23:30:00",0,2.731,0.94,3.77,5.711,101610.088,0.041,0,0,-58.786,329.417
409,"0000-01-18 00:30:00",0,2.61,0.912,3.724,5.929,101590.162,0.035,0,0,-58.039,17.973
410,"0000-01-18 01:30:00",0,2.598,0.838,3.789,6.205,101581.568,0.036,0,0,-53.381,41.624
411,"0000-01-18 02:30:00",0,2.526,0.8,3.884,6.432,101565.193,0.038,0,0,-46.132,60.348
412,"0000-01-18 03:30:00",0.009,2.401,0.729,3.821,6.482,101546.712,0.102,0.009,0,-37.508,75.279
413,"0000-01-18 04:30:00",0.018,2.286,0.658,3.858,6.405,101538.675,0.11,0.018,0,-28.299,87.936
414,"0000-01-18 05:30:00",0.017,2.268,0.639,3.847,6.176,101526.339,0.196,0.017,0,-19.007,99.446
415,"0000-01-18 06:30:00",0.012,2.265,0.725,3.833,6.185,101516.56,0.19,0.012,0,-10.013,110.593
416,"0000-01-18 07:30:00",1.832,2.331,0.849,3.952,6.242,101533.401,0.114,1.791,0.043,-1.66,121.943
417,"0000-01-18 08:30:00",32.06,2.736,1.089,4.197,6.374,101555.647,0.076,23.655,8.404,5.691,133.917
418,"0000-01-18 09:30:00",79.718,3.317,1.531,4.442,6.411,101579.427,0.063,53.107,26.611,11.643,146.783
419,"0000-01-18 10:30:00",122.376,3.944,1.886,4.549,6.265,101574.31,0.078,79.536,42.839,15.782,160.593
420,"0000-01-18 11:30:00",138.576,4.428,2.179,4.704,6.226,101551.844,0.076,85.424,53.154,17.753,175.109
421,"0000-01-18 12:30:00",141.196,4.693,2.317,4.784,6.105,101527.969,0.142,84.174,57.02,17.36,189.827
422,"0000-01-18 13:30:00",108.884,4.708,2.328,4.628,5.965,101512.871,0.173,70.077,38.807,14.644,204.159
423,"0000-01-18 14:30:00",64.198,4.579,2.299,4.452,6.089,101523.403,0.063,46.611,17.587,9.866,217.672
424,"0000-01-18 15:30:00",19.849,4.02,2.134,4.302,6.001,101550.157,0.154,16.122,3.726,3.408,230.232
425,"0000-01-18 16:30:00",0.166,3.472,1.896,4.001,5.833,101571.225,0.032,0.166,0,-4.312,241.973
426,"0000-01-18 17:30:00",0,3.15,1.715,3.964,5.843,101587.151,0.033,0,0,-12.91,253.218
427,"0000-01-18 18:30:00",0,2.988,1.474,4.05,5.956,101597.193,0.055,0,0,-22.032,264.434
428,"0000-01-18 19:30:00",0,2.836,1.375,4.204,5.715,101607.414,0.052,0,0,-31.327,276.251
429,"0000-01-18 20:30:00",0.002,2.726,1.182,4.27,5.602,101604.829,0.091,0.002,0,-40.389,289.544
430,"0000-01-18 21:30:00",0,2.581,1.065,4.261,5.657,101600.969,0.069,0,0,-48.637,305.585
431,"0000-01-18 22:30:00",0.003,2.58,1.002,4.313,5.799,101596.963,0.024,0.003,0,-55.14,325.895
432,"0000-01-18 23:30:00",0.007,2.505,0.951,4.256,5.894,101576.761,0.024,0.007,0,-58.576,337.048
433,"0000-01-19 00:30:00",0.005,2.443,0.991,4.107,6.071,101547.528,0.034,0.005,0,-57.855,17.758
434,"0000-01-19 01:30:00",0.003,2.383,0.939,4.025,6.302,101531.928,0.093,0.003,0,-53.231,41.363
435,"0000-01-19 02:30:00",0.01,2.351,0.874,4.087,6.465,101498.593,0.16,0.01,0,-46.007,60.09
436,"0000-01-19 03:30:00",0.007,2.38,0.907,4.189,6.346,101464.507,0.164,0.007,0,-37.398,75.042
437,"0000-01-19 04:30:00",0.003,2.456,1.004,4.28,6.737,101440.639,0.2,0.003,0,-28.195,87.718
438,"0000-01-19 05:30:00",0.002,2.613,1.084,4.34,6.641,101428.036,0.264,0.002,0,-18.9,99.245
439,"0000-01-19 06:30:00",0,2.705,1.235,4.348,6.762,101431.848,0.245,0,0,-9.898,110.405
440,"0000-01-19 07:30:00",1.761,2.75,1.297,4.356,6.342,101445.334,0.218,1.736,0.025,-1.533,121.767
441,"0000-01-19 08:30:00",33.876,3.259,1.509,4.442,6.247,101461.434,0.257,23.175,10.701,5.837,133.753
442,"0000-01-19 09:30:00",82.674,3.929,1.895,4.617,6.3,101482.191,0.257,50.944,31.73,11.808,146.636
443,"0000-01-19 10:30:00",122.883,4.555,2.274,4.716,6.399,101484.246,0.182,73.402,49.481,15.968,160.471
444,"0000-01-19 11:30:00",137.217,5.094,2.569,4.919,6.338,101462.969,0.125,80.735,56.482,17.955,175.02
445,"0000-01-19 12:30:00",132.477,5.482,2.862,5.161,6.33,101447.544,0.078,78.736,53.743,17.574,189.776
446,"0000-01-19 13:30:00",101.995,5.587,3.047,5.225,6.51,101447.788,0.078,67.26,34.736,14.864,204.145
447,"0000-01-19 14:30:00",61.563,5.382,3.105,4.939,6.683,101464.539,0.149,45.998,15.566,10.085,217.69
448,"0000-01-19 15:30:00",17.377,4.959,3.043,4.386,6.43,101489.132,0.103,14.843,2.534,3.624,230.276
449,"0000-01-19 16:30:00",0.248,4.452,2.892,3.956,6.381,101509.447,0.144,0.248,0,-4.101,242.036
450,"0000-01-19 17:30:00",0,4.054,2.843,3.792,6.341,101524.687,0.137,0,0,-12.703,253.296
451,"0000-01-19 18:30:00",0,3.849,2.635,3.949,6.247,101545.986,0.225,0,0,-21.827,264.523
452,"0000-01-19 19:30:00",0,3.686,2.393,3.946,5.924,101554.658,0.128,0,0,-31.123,276.348
453,"0000-01-19 20:30:00",0,3.532,2.15,4.12,6.031,101559.369,0.084,0,0,-40.181,289.642
454,"0000-01-19 21:30:00",0,3.429,2,4.185,6.045,101558.277,0.087,0,0,-48.422,305.662
455,"0000-01-19 22:30:00",0,3.425,1.87,4.18,6.384,101559.454,0.103,0,0,-54.92,325.915
456,"0000-01-19 23:30:00",0,3.304,1.698,4.27,6.362,101548.821,0.149,0,0,-58.359,340.048
457,"0000-01-20 00:30:00",0,3.292,1.651,4.445,6.375,101541.421,0.071,0,0,-57.662,17.547
458,"0000-01-20 01:30:00",0,3.312,1.672,4.442,6.279,101546.442,0.064,0,0,-53.074,41.104
459,"0000-01-20 02:30:00",0,3.328,1.664,4.638,6.146,101547.6,0.032,0,0,-45.875,59.832
460,"0000-01-20 03:30:00",0.002,3.263,1.663,4.664,5.967,101547.038,0.011,0.002,0,-37.28,74.803
461,"0000-01-20 04:30:00",0,3.225,1.667,4.661,6.278,101543.971,0.03,0,0,-28.083,87.499
462,"0000-01-20 05:30:00",0,3.21,1.695,4.745,6.331,101559.998,0.041,0,0,-18.787,99.042
463,"0000-01-20 06:30:00",0,3.154,1.763,4.785,6.176,101579.805,0.053,0,0,-9.776,110.215
464,"0000-01-20 07:30:00",1.931,3.213,1.857,4.811,6.348,101615.317,0.033,1.885,0.047,-1.398,121.589
465,"0000-01-20 08:30:00",32.92,3.646,2.058,4.916,6.312,101652.284,0.039,24.315,8.605,5.989,133.589
466,"0000-01-20 09:30:00",73.033,4.158,2.348,5.057,6.326,101669.757,0.099,50.641,22.391,11.981,146.49
467,"0000-01-20 10:30:00",106.419,4.67,2.645,5.239,6.226,101675.209,0.111,71.845,34.571,16.159,160.35
468,"0000-01-20 11:30:00",127.581,5.038,2.883,5.393,6.468,101651.173,0.093,84.238,43.341,18.164,174.933
